['Absorb Agua', 'Cuerpo Maldito', 'Humedad'],0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,60,5120,70,480,60,Floating Pokémon,70,1000000,2.2,100,Burungelブルンゲル,JellHielont,50,593,85,105,60,Agua,Fantasma,135.0,5,0
['Alma Cura', 'Hidratacion', 'Regeneracion'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,10240,70,470,75,Caring Pokémon,80,800000,1.2,165,Mamanbouママンボウ,Alomomola,50,594,40,45,65,Agua,,31.6,5,0
['Ojo Compuesto', 'Nerviosismo', 'Enjambre'],1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,47,5120,70,319,190,Attaching Pokémon,50,1000000,0.1,50,Bachuruバチュル,Joltik,50,595,57,50,65,Bicho,Electrico,0.6,5,0
['Ojo Compuesto', 'Nerviosismo', 'Enjambre'],1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,77,5120,70,472,75,EleSpider Pokémon,60,1000000,0.8,70,Dentulaデンチュラ,Galvantula,50,596,97,60,108,Bicho,Electrico,14.3,5,0
['Punta Acero'],1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,50,5120,70,305,255,Thorn Seed Pokémon,91,1000000,0.6,44,Tesseedテッシード,Ferroseed,50,597,24,86,10,Planta,Acero,18.8,5,0
['Punta Acero', 'Anticipacion'],1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,94,5120,70,489,90,Thorn Pod Pokémon,131,1000000,1.0,74,Nutreyナットレイ,Ferrothorn,50,598,54,116,20,Planta,Acero,110.0,5,0
['Mas', 'Menos', 'Cuerpo Puro'],0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,55,5120,70,300,130,Gear Pokémon,70,1059860,0.3,40,Giaruギアル,Klink,,599,45,60,30,Acero,,21.0,5,0
['Mas', 'Menos', 'Cuerpo Puro'],0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,80,5120,70,440,60,Gear Pokémon,95,1059860,0.6,60,Gigiaruギギアル,Klang,,600,70,85,50,Acero,,51.0,5,0
['Mas', 'Menos', 'Cuerpo Puro'],0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,100,5120,70,520,30,Gear Pokémon,115,1059860,0.6,60,Gigigiaruギギギアル,Klinklang,,601,70,85,90,Acero,,81.0,5,0
['Levitacion'],1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,55,5120,70,275,190,EleFish Pokémon,40,1250000,0.2,35,Shibishirasuシビシラス,Tynamo,50,602,45,40,60,Electrico,,0.3,5,0
['Levitacion'],1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,85,5120,70,405,60,EleFish Pokémon,70,1250000,1.2,65,Shibibeelシビビール,Eelektrik,50,603,75,70,40,Electrico,,22.0,5,0
['Levitacion'],1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,115,5120,70,515,30,EleFish Pokémon,80,1250000,2.1,85,Shibirudonシビルドン,Eelektross,50,604,105,80,50,Electrico,,80.5,5,0
['Telepatia', 'Sincronia', 'Calculo Final'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,55,5120,70,335,255,Cerebral Pokémon,55,1000000,0.5,55,Ligrayリグレー,Elgyem,50,605,85,55,30,Psiquico,,9.0,5,0
['Telepatia', 'Sincronia', 'Calculo Final'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,75,5120,70,485,90,Cerebral Pokémon,75,1000000,1.0,75,Ohbemオーベム,Beheeyem,50,606,125,95,40,Psiquico,,34.5,5,0
['Absorbe fuego', 'Cuerpo Llama', 'Allanamiento'],0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,30,5120,70,275,190,Candle Pokémon,55,1059860,0.3,50,Hitomoshiヒトモシ,Litwick,50,607,65,55,20,Fantasma,Fuego,3.1,5,0
['Absorbe fuego', 'Cuerpo Llama', 'Allanamiento'],0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,40,5120,70,370,90,Lamp Pokémon,60,1059860,0.6,60,Lamplerランプラー,Lampent,50,608,95,60,55,Fantasma,Fuego,13.0,5,0
['Absorbe fuego', 'Cuerpo Llama', 'Allanamiento'],0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,55,5120,70,520,45,Luring Pokémon,90,1059860,1.0,60,Chandelaシャンデラ,Chandelure,50,609,145,90,80,Fantasma,Fuego,34.3,5,0
['Rivalidad', 'Rompemoldes', 'Nerviosismo'],1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,87,10240,35,320,75,Tusk Pokémon,60,1250000,0.6,46,Kibagoキバゴ,Axew,50,610,30,40,57,Dragon,,18.0,5,0
['Rivalidad', 'Rompemoldes', 'Nerviosismo'],1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,117,10240,35,410,60,Axe Jaw Pokémon,70,1250000,1.0,66,Onondoオノンド,Fraxure,50,611,40,50,67,Dragon,,36.0,5,0
['Rivalidad', 'Rompemoldes', 'Nerviosismo'],1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,147,10240,35,540,45,Axe Jaw Pokémon,90,1250000,1.8,76,Ononokusオノノクス,Haxorus,50,612,60,70,97,Dragon,,105.5,5,0
['Manto niveo', 'Slush Rush', 'Cobardia'],1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,70,5120,70,305,120,Chill Pokémon,40,1000000,0.5,55,Kumasyunクマシュン,Cubchoo,50,613,60,40,40,Hielo,,8.5,5,0
['Manto niveo', 'Slush Rush', 'Nado Rapido'],1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,130,5120,70,505,60,Freezing Pokémon,80,1000000,2.6,95,Tunbearツンベアー,Beartic,50,614,70,80,50,Hielo,,260.0,5,0
['Levitacion'],1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,6400,70,515,25,Crystallizing Pokémon,50,1000000,1.1,80,Freegeoフリージオ,Cryogonal,,615,95,135,105,Hielo,,148.0,5,0
['Hidratacion', 'Caparazon', 'Funda'],1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,40,3840,70,305,200,Snail Pokémon,85,1000000,0.4,50,Chobomakiチョボマキ,Shelmet,50,616,40,65,25,Bicho,,7.7,5,0
['Hidratacion', 'Viscosidad', 'Liviano'],1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,70,3840,70,495,75,Shell Out Pokémon,40,1000000,0.8,80,Agilderアギルダー,Accelgor,50,617,100,60,145,Bicho,,25.3,5,0
['Electricidad Estatica', 'Flexibilidad', 'Velo Arena'],1,1,1,0,1,1,1,0.5,1,2,2,2,1,0.5,1,0.5,0.5,2,66,5120,70,471,75,Trap Pokémon,84,1000000,0.7,109,Maggyoマッギョ,Stunfisk,50,618,81,99,32,Tierra,Electrico,11.0,5,0
['Foco interno', 'Regeneracion', 'Audaz'],0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,85,6400,70,350,180,Martial Arts Pokémon,50,1059860,0.9,45,Kojofuコジョフー,Mienfoo,50,619,55,50,65,Luchaing,,20.0,5,0
['Foco interno', 'Regeneracion', 'Audaz'],0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,125,6400,70,510,45,Martial Arts Pokémon,60,1059860,1.4,65,Kojondoコジョンド,Mienshao,50,620,95,60,105,Luchaing,,35.5,5,0
['Piel Tosca', 'Potencia Bruta', 'Rompemoldes'],1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,120,7680,70,485,45,Cave Pokémon,90,1000000,1.6,77,Crimganクリムガン,Druddigon,50,621,60,90,48,Dragon,,139.0,5,0
['Pu�o Ferreo', 'Zoquete', 'Indefenso'],0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,74,6400,70,303,190,Automaton Pokémon,50,1000000,1.0,59,Gobitゴビット,Golett,,622,35,50,35,Tierra,Fantasma,92.0,5,0
['Pu�o Ferreo', 'Zoquete', 'Indefenso'],0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,124,6400,70,483,90,Automaton Pokémon,80,1000000,2.8,89,Goloogゴルーグ,Golurk,,623,55,80,55,Tierra,Fantasma,330.0,5,0
['Competitivo', 'Foco interno', 'Presion'],1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,85,5120,35,340,120,Sharp Blade Pokémon,70,1000000,0.5,45,Komatanaコマタナ,Pawniard,50,624,40,40,60,Siniestro,Acero,10.2,5,0
['Competitivo', 'Foco interno', 'Presion'],1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,125,5120,35,490,45,Sword Blade Pokémon,100,1000000,1.6,65,Kirikizanキリキザン,Bisharp,50,625,60,70,70,Siniestro,Acero,70.0,5,0
['Audaz', 'Herviboro', 'Insonorizar'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,110,5120,70,490,45,Bash Buffalo Pokémon,95,1000000,1.6,95,Buffronバッフロン,Bouffalant,50,626,40,95,55,Normal,,94.6,5,0
['Vista Lince', 'Potencia Bruta', 'Entusiasmo'],0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,83,5120,70,350,190,Eaglet Pokémon,50,1250000,0.5,70,Washibonワシボン,Rufflet,100,627,37,50,60,Normal,Volador,10.5,5,0
['Vista Lince', 'Potencia Bruta', 'Competitivo'],0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,123,5120,70,510,60,Valiant Pokémon,75,1250000,1.5,100,Warrgleウォーグル,Braviary,100,628,57,75,80,Normal,Volador,41.0,5,0
['Sacapecho', 'Funda', 'Armadura Fragil'],1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,55,5120,35,370,190,Diapered Pokémon,75,1250000,0.5,70,Valchaiバルチャイ,Vullaby,0,629,45,65,60,Siniestro,Volador,9.0,5,0
['Sacapecho', 'Funda', 'Armadura Fragil'],1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,65,5120,35,510,60,Bone Vulture Pokémon,105,1250000,1.2,110,Vulginaバルジーナ,Mandibuzz,0,630,55,95,80,Siniestro,Volador,39.5,5,0
['Gula', 'Absorbe fuego', 'Humo Blanco'],0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,97,5120,70,484,90,Anteater Pokémon,66,1000000,1.4,85,Kuitaranクイタラン,Heatmor,50,631,105,66,65,Fuego,,58.0,5,0
['Enjambre', 'Entusiasmo', 'Ausente'],0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,109,5120,70,484,90,Iron Ant Pokémon,112,1000000,0.3,58,Aiantアイアント,Durant,50,632,48,48,109,Bicho,Acero,33.0,5,0
['Entusiasmo'],2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,65,10240,35,300,45,Irate Pokémon,50,1250000,0.8,52,Monozuモノズ,Deino,50,633,45,50,38,Siniestro,Dragon,17.3,5,0
['Entusiasmo'],2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,85,10240,35,420,45,Hostile Pokémon,70,1250000,1.4,72,Diheadジヘッド,Zweilous,50,634,65,70,58,Siniestro,Dragon,50.0,5,0
['Levitacion'],2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,105,10240,35,600,45,Brutal Pokémon,90,1250000,1.8,92,Sazandoraサザンドラ,Hydreigon,50,635,125,90,98,Siniestro,Dragon,160.0,5,0
['Cuerpo Llama', 'Enjambre'],0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,85,10240,70,360,45,Torch Pokémon,55,1250000,1.1,55,Merlarvaメラルバ,Larvesta,50,636,50,55,60,Bicho,Fuego,28.8,5,0
['Cuerpo Llama', 'Enjambre'],0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,60,10240,70,550,15,Sun Pokémon,65,1250000,1.6,85,Ulgamothウルガモス,Volcarona,50,637,135,105,100,Bicho,Fuego,46.0,5,0
['Justiciero'],0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,90,20480,35,580,3,Iron Will Pokémon,129,1250000,2.1,91,Cobalonコバルオン,Cobalion,,638,90,72,108,Acero,Luchaing,250.0,5,1
['Justiciero'],0.5,0.5,1,1,2,2,0.5,1,1,2,2,1,0.5,0.5,2,0.5,2,2,129,20480,35,580,3,Cavern Pokémon,90,1250000,1.9,91,Terrakionテラキオン,Terrakion,,639,72,90,108,Roca,Luchaing,260.0,5,1
['Justiciero'],1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,90,20480,35,580,3,Plantaland Pokémon,72,1250000,2.0,91,Virizionビリジオン,Virizion,,640,90,129,108,Planta,Luchaing,200.0,5,1
['Bromista', 'Competitivo', 'Regeneracion'],0.5,1,1,2,1,0.5,1,1,1,0.5,0,2,1,1,1,2,1,1,100,30720,90,580,3,Cyclone Pokémon,80,1250000,1.5,79,Tornelos (keshin Forme)トルネロス,Tornadus,100,641,110,90,121,Volador,,63.0,5,1
['Bromista', 'Competitivo', 'Absorbe Electricidad'],0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,105,30720,90,580,3,Bolt Strike Pokémon,70,1250000,1.5,79,Voltolos (keshin Forme)ボルトロス,Thundurus,100,642,145,80,101,Electrico,Volador,61.0,5,1
['TurboMar Llamas'],0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1,120,30720,0,680,3,Vast White Pokémon,100,1250000,3.2,100,Reshiramレシラム,Reshiram,,643,150,120,90,Dragon,Fuego,330.0,5,1
['Terravoltaje'],1,1,2,0.25,2,1,0.5,0.5,1,0.5,2,2,1,1,1,1,0.5,0.5,150,30720,0,680,3,Deep Black Pokémon,120,1250000,2.9,100,Zekromゼクロム,Zekrom,,644,120,100,90,Dragon,Electrico,345.0,5,1
['Poder Arena', 'Potencia Bruta', 'Intimidacion'],0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,145,30720,90,600,3,Abundance Pokémon,90,1250000,1.5,89,Landlos (keshin Forme)ランドロス,Landorus,100,645,105,80,91,Tierra,Volador,68.0,5,1
['Presion', 'Terravoltaje', 'TurboMar Llamas'],1,1,2,0.5,2,2,1,1,1,0.5,1,1,1,1,1,2,2,0.5,120,30720,0,700,3,Boundary Pokémon,90,1250000,3.0,125,Kyuremキュレム,Kyurem,,646,170,100,95,Dragon,Hielo,325.0,5,1
['Justiciero'],0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5,72,20480,35,580,3,Colt Pokémon,90,1250000,1.4,91,Keldeo (itsumo No Sugata)ケルディオ,Keldeo,,647,129,90,108,Agua,Luchaing,48.5,5,1
['Dicha'],2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,128,30720,100,600,3,Melody Pokémon,90,1250000,0.6,100,Meloetta (step Forme)メロエッタ,Meloetta,,648,77,77,128,Normal,Psiquico,6.5,5,1
['Descarga'],0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,120,30720,0,600,3,Paleozoic Pokémon,95,1250000,1.5,71,Genesectゲノセクト,Genesect,,649,120,95,99,Bicho,Acero,82.5,5,1
['Espesura', 'Bulletproof'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,61,5120,70,313,45,Spiky Nut Pokémon,65,1059860,0.4,56,Harimaronハリマロン,Chespin,88.1,650,48,45,38,Planta,,9.0,6,0
['Espesura', 'Bulletproof'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,78,5120,70,405,45,Spiny Armor Pokémon,95,1059860,0.7,61,Hariborgハリボーグ,Quilladin,88.1,651,56,58,57,Planta,,29.0,6,0
['Espesura', 'Bulletproof'],1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,107,5120,70,530,45,Spiny Armor Pokémon,122,1059860,1.6,88,Brigarronブリガロン,Chesnaught,88.1,652,74,75,64,Planta,Luchaing,90.0,6,0
['Mar Llamas', 'Magician'],0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,45,5120,70,307,45,Fox Pokémon,40,1059860,0.4,40,Fokkoフォッコ,Fennekin,88.1,653,62,60,60,Fuego,,9.4,6,0
['Mar Llamas', 'Magician'],0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,59,5120,70,409,45,Fox Pokémon,58,1059860,1.0,59,Tairenarテールナー,Braixen,88.1,654,90,70,73,Fuego,,14.5,6,0
['Mar Llamas', 'Magician'],1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,69,5120,70,534,45,Fox Pokémon,72,1059860,1.5,75,Mahoxyマフォクシー,Delphox,88.1,655,114,100,104,Fuego,Psiquico,39.0,6,0
['Torrente', 'Protean'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,56,5120,70,314,45,Bubble Frog Pokémon,40,1059860,0.3,41,Keromatsuケロマツ,Froakie,88.1,656,62,44,71,Agua,,7.0,6,0
['Torrente', 'Protean'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,63,5120,70,405,45,Bubble Frog Pokémon,52,1059860,0.6,54,Gekogashiraゲコガシラ,Frogadier,88.1,657,83,56,97,Agua,,10.9,6,0
['Torrente', 'Protean', 'Battle Bond'],2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,145,5120,70,640,45,Ninja Pokémon,67,1059860,1.5,72,Gekkougaゲッコウガ,Greninja,88.1,658,153,71,132,Agua,Siniestro,40.0,6,0
['Recogida', 'Cheek Pouch', 'Potencia'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,36,3840,70,237,255,Digging Pokémon,38,1000000,0.4,38,Horubeeホルビー,Bunnelby,50,659,32,36,57,Normal,,5.0,6,0
['Recogida', 'Cheek Pouch', 'Potencia'],1,1,1,0,1,2,1,1,0,2,1,2,1,0.5,1,0.5,1,2,56,3840,70,423,127,Digging Pokémon,77,1000000,1.0,85,Horudoホルード,Diggersby,50,660,50,77,78,Normal,Tierra,42.4,6,0
['Sacapecho', 'Gale Wings'],0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,3840,70,278,255,Tiny Robin Pokémon,43,1059860,0.3,45,Yayakomaヤヤコマ,Fletchling,50,661,40,38,62,Normal,Volador,1.7,6,0
['Cuerpo Llama', 'Gale Wings'],0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,73,3840,70,382,120,Ember Pokémon,55,1059860,0.7,62,Hinoyakomaヒノヤコマ,Fletchinder,50,662,56,52,84,Fuego,Volador,16.0,6,0
['Cuerpo Llama', 'Gale Wings'],0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,81,3840,70,499,45,Scorching Pokémon,71,1059860,1.2,78,Fiarrowファイアロー,Talonflame,50,663,74,69,126,Fuego,Volador,24.5,6,0
['Polvo Escudo', 'Ojo Compuesto', 'Compiescolta'],1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,35,3840,70,200,255,Scatterdust Pokémon,40,1000000,0.3,38,Kofukimushiコフキムシ,ScatterBicho,50,664,27,25,35,Bicho,,2.5,6,0
['Piel Seca', 'Compiescolta'],1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,22,3840,70,213,120,Scatterdust Pokémon,60,1000000,0.3,45,Kofuuraiコフーライ,Spewpa,50,665,27,30,29,Bicho,,8.4,6,0
['Polvo Escudo', 'Ojo Compuesto', 'Compiescolta'],0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,52,3840,70,411,45,Scale Pokémon,50,1000000,1.2,80,Viviyonビビヨン,Vivillon,50,666,90,50,89,Bicho,Volador,17.0,6,0
['Rivalidad', 'Nerviosismo', 'Autoestima'],0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,50,5120,70,369,220,Lion Cub Pokémon,58,1059860,0.6,62,Shishikoシシコ,Litleo,11.2,667,73,54,72,Fuego,Normal,13.5,6,0
['Rivalidad', 'Nerviosismo', 'Autoestima'],0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,68,5120,70,507,65,Royal Pokémon,72,1059860,1.5,86,Kaenjishiカエンジシ,Pyroar,11.2,668,109,66,106,Fuego,Normal,81.5,6,0
['Velo Flor', 'Simbiosis'],0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,38,5120,70,303,225,Single Bloom Pokémon,39,1000000,0.1,44,Flabebeフラベベ,Flabébé,0,669,61,79,42,Hada,,0.1,6,0
['Velo Flor', 'Simbiosis'],0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,65,5120,70,551,120,Hada Pokémon,67,1000000,0.2,74,Floetteフラエッテ,Floette,0,670,125,128,92,Hada,,0.9,6,0
['Velo Flor', 'Simbiosis'],0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,65,5120,70,552,45,Garden Pokémon,68,1000000,1.1,78,Florgesフラージェス,Florges,0,671,112,154,75,Hada,,10.0,6,0
['Herviboro', 'Manto Frondoso'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,65,5120,70,350,200,Mount Pokémon,48,1000000,0.9,66,Meecleメェークル,Skiddo,50,672,62,57,52,Planta,,31.0,6,0
['Herviboro', 'Manto Frondoso'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,5120,70,531,45,Mount Pokémon,62,1000000,1.7,123,Gogoatゴーゴート,Gogoat,50,673,97,81,68,Planta,,91.0,6,0
['Pu�o Ferreo', 'Rompemoldes', 'Intrepido'],0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,82,6400,70,348,220,Playful Pokémon,62,1000000,0.6,67,Yanchamヤンチャム,Pancham,50,674,46,48,43,Luchaing,,8.0,6,0
['Pu�o Ferreo', 'Rompemoldes', 'Intrepido'],1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,124,6400,70,495,65,Daunting Pokémon,78,1000000,2.1,95,Gorondaゴロンダ,Pangoro,50,675,69,71,58,Luchaing,Siniestro,136.0,6,0
['Pelaje Recio'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,472,160,Poodle Pokémon,60,1000000,1.2,75,Trimmienトリミアン,Furfrou,50,676,65,90,102,Normal,,28.0,6,0
['Vista Lince', 'Allanamiento', 'Ritmo propio'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,48,5120,70,355,190,Restraint Pokémon,54,1000000,0.3,62,Nyasperニャスパー,Espurr,50,677,63,60,68,Psiquico,,3.5,6,0
['Vista Lince', 'Allanamiento', 'Bromista', 'Tenacidad'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,48,5120,70,466,75,Constraint Pokémon,76,1000000,0.6,74,Nyaonixニャオニクス,Meowstic,50,678,83,81,104,Psiquico,,8.5,6,0
['Indefenso'],0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,80,5120,70,325,180,Sword Pokémon,100,1000000,0.8,45,Hitotsukiヒトツキ,Honedge,50,679,35,37,28,Acero,Fantasma,2.0,6,0
['Indefenso'],0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,110,5120,70,448,90,Sword Pokémon,150,1000000,0.8,59,Nidangillニダンギル,Doublade,50,680,45,49,35,Acero,Fantasma,4.5,6,0
['Stance Change'],0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,150,5120,70,520,45,Royal Sword Pokémon,50,1000000,1.7,60,Gillgardギルガルド,Aegislash,50,681,150,50,60,Acero,Fantasma,53.0,6,0
['Alma Cura', 'Aroma Veil'],0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,52,5120,70,341,200,Perfume Pokémon,60,1000000,0.2,78,Shushupuシュシュプ,Spritzee,50,682,63,65,23,Hada,,0.5,6,0
['Alma Cura', 'Aroma Veil'],0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,72,5120,70,462,140,Fragrance Pokémon,72,1000000,0.8,101,Frefuwanフレフワン,Aromatisse,50,683,99,89,29,Hada,,15.5,6,0
['Sweet Veil', 'Liviano'],0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,48,5120,70,341,200,Cotton Candy Pokémon,66,1000000,0.4,62,Peroppafuペロッパフ,Swirlix,50,684,59,57,49,Hada,,3.5,6,0
['Sweet Veil', 'Liviano'],0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,80,5120,70,480,140,Meringue Pokémon,86,1000000,0.8,82,Peroreamペロリーム,Slurpuff,50,685,85,75,72,Hada,,5.0,6,0
['Respondon', 'Ventosas', 'Allanamiento'],4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,54,5120,70,288,190,Revolving Pokémon,53,1000000,0.4,53,Maaiikaマーイーカ,Inkay,50,686,37,46,45,Siniestro,Psiquico,3.5,6,0
['Respondon', 'Ventosas', 'Allanamiento'],4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,92,5120,70,482,80,Overturning Pokémon,88,1000000,1.5,86,Calamaneroカラマネロ,Malamar,50,687,68,75,73,Siniestro,Psiquico,47.0,6,0
['Tough Claws', 'Francotirador', 'Hurto'],1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,52,5120,70,306,120,Two-Handed Pokémon,67,1000000,0.5,42,Kameteteカメテテ,Binacle,50,688,39,56,50,Roca,Agua,31.0,6,0
['Tough Claws', 'Francotirador', 'Hurto'],1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,105,5120,70,500,45,Collective Pokémon,115,1000000,1.3,72,Gamenodesガメノデス,Barbaracle,50,689,54,86,68,Roca,Agua,96.0,6,0
